chrom	gene	strand	startUpBSE	endDownBSE	coverage
chr1	SDF4	-	1159348	1158624	7
chr1	GNB1	-	1749314	1735858	3
chr1	GNB1	-	1756938	1747195	4
chr1	GNB1	-	1770677	1747195	10
chr1	ICMT	-	6293703	6291962	2
chr1	PHF13	+	6676817	6680397	5
chr1	DNAJC11	-	6741097	6727769	5
chr1	CAMTA1	+	6880241	6913249	2
chr1	VAMP3	+	7837220	7838229	15
chr1	RERE	-	8674745	8482787	2
chr1	RERE	-	8601377	8525985	2
chr1	RERE	-	8674745	8525985	5
chr1	RERE	-	8568734	8555123	6
chr1	RERE	-	8617582	8555123	13
chr1	RERE	-	8674745	8555123	14
chr1	RERE	-	8617582	8568686	14
chr1	RERE	-	8617582	8601273	41
chr1	RERE	-	8674745	8601273	38
chr1	RERE	-	8716500	8601273	2
chr1	RERE	-	8674745	8616534	2
chr1	RERE	-	8684439	8616534	2
chr1	RERE	-	8684439	8674620	3
chr1	RERE	-	8716500	8674620	4
chr1	RERE	-	8716500	8684369	3
chr1	RERE	-	8716500	8716032	29
chr1	RP11-558F24.4	-	9741193	9740770	2
chr1	CLSTN1	-	9801314	9800716	3
chr1	LZIC	-	9994918	9991949	12
chr1	LZIC	-	9995685	9991949	3
chr1	NMNAT1	+	10032076	10041228	7
chr1	UBE4B	+	10155519	10165802	4
chr1	KIF1B	+	10292308	10338186	2
chr1	KIF1B	+	10321963	10328321	2
chr1	KIF1B	+	10327438	10328321	4
chr1	KIF1B	+	10335486	10342591	3
chr1	KIF1B	+	10351140	10357304	4
chr1	KIF1B	+	10380101	10384953	3
chr1	KIF1B	+	10407819	10408791	3
chr1	KIF1B	+	10423341	10425706	2
chr1	PGD	+	10464218	10473308	2
chr1	PGD	+	10471475	10473308	3
chr1	MTOR	-	11261140	11260584	2
chr1	VPS13D	+	12321958	12331181	2
chr1	VPS13D	+	12335882	12338095	12
chr1	VPS13D	+	12359259	12368698	6
chr1	VPS13D	+	12460238	12476880	4
chr1	PRDM2	+	14042036	14068652	4
chr1	PRDM2	+	14057495	14068652	5
chr1	DNAJC16	+	15860732	15863309	4
chr1	DDI2	+	15964802	15978390	2
chr1	SPEN	+	16199311	16203173	5
chr1	FBXO42	-	16641930	16632298	2
chr1	NBPF1	-	16907987	16902762	4
chr1	UBR4	-	19514034	19503086	2
chr1	UBR4	-	19511780	19510305	3
chr1	OTUD3	+	20216878	20220973	4
chr1	HP1BP3	-	21100103	21071237	3
chr1	HP1BP3	-	21103243	21071237	4
chr1	HP1BP3	-	21107033	21071237	8
chr1	HP1BP3	-	21100103	21076216	14
chr1	HP1BP3	-	21100103	21083659	24
chr1	HP1BP3	-	21103243	21083659	5
chr1	HP1BP3	-	21103289	21083659	2
chr1	HP1BP3	-	21106404	21083659	4
chr1	HP1BP3	-	21107033	21083659	11
chr1	HP1BP3	-	21100103	21091870	5
chr1	HP1BP3	-	21103243	21091870	4
chr1	HP1BP3	-	21100103	21097423	10
chr1	HP1BP3	-	21107033	21097423	3
chr1	HP1BP3	-	21102498	21102217	3
chr1	EIF4G3	-	21191755	21167349	4
chr1	EIF4G3	-	21268823	21205816	4
chr1	EIF4G3	-	21231464	21220010	2
chr1	EIF4G3	-	21268823	21220010	5
chr1	EIF4G3	-	21268823	21231376	5
chr1	EIF4G3	-	21307720	21267984	2
chr1	EIF4G3	-	21329301	21276496	5
chr1	EIF4G3	-	21307720	21295967	46
chr1	EIF4G3	-	21329301	21295967	19
chr1	EIF4G3	-	21307720	21306827	8
chr1	EIF4G3	-	21329301	21306827	4
chr1	EIF4G3	-	21377487	21306827	4
chr1	EIF4G3	-	21329301	21324094	3
chr1	EIF4G3	-	21377487	21324094	4
chr1	EIF4G3	-	21437876	21324094	2
chr1	EIF4G3	-	21437876	21327692	2
chr1	EIF4G3	-	21437876	21329206	11
chr1	EIF4G3	-	21415706	21377359	9
chr1	EIF4G3	-	21437876	21415631	4
chr1	USP48	-	22079612	22007301	2
chr1	ZBTB40	+	22816373	22818026	11
chr1	KDM1A	+	23356962	23377013	43
chr1	KDM1A	+	23356962	23385660	12
chr1	KDM1A	+	23376880	23385660	5
chr1	KDM1A	+	23381562	23395644	3
chr1	KDM1A	+	23397718	23398690	3
chr1	HMGCL	-	24147083	24140680	5
chr1	CLIC4	+	25124233	25153607	2
chr1	TMEM57	+	25773253	25783322	2
chr1	TMEM57	+	25773253	25785383	2
chr1	TMEM57	+	25775299	25785383	4
chr1	CEP85	+	26581662	26586293	3
chr1	ARID1A	+	27056142	27059283	11
chr1	ARID1A	+	27087347	27089776	2
chr1	NUDC	+	27267948	27268309	3
chr1	NUDC	+	27269151	27269556	12
chr1	EYA3	-	28343750	28337458	2
chr1	PHACTR4	+	28800066	28802803	4
chr1	PHACTR4	+	28800066	28807116	5
chr1	PHACTR4	+	28817463	28819603	5
chr1	GMEB1	+	29010095	29023596	3
chr1	GMEB1	+	29010095	29030841	3
chr1	YTHDF2	+	29068915	29070498	15
chr1	EPB41	+	29309458	29344954	3
chr1	EPB41	+	29313943	29314417	10
chr1	EPB41	+	29313943	29320054	2
chr1	EPB41	+	29313943	29323831	18
chr1	EPB41	+	29319842	29323831	4
chr1	EPB41	+	29319842	29344954	3
chr1	EPB41	+	29362338	29365938	7
chr1	EPB41	+	29362338	29379824	3
chr1	EPB41	+	29362338	29391670	8
chr1	EPB41	+	29442211	29444501	2
chr1	SRSF4	-	29481422	29474592	3
chr1	SRSF4	-	29481422	29481208	11
chr1	PUM1	-	31468067	31452909	2
chr1	PUM1	-	31468067	31465237	27
chr1	PUM1	-	31479946	31465237	2
chr1	PUM1	-	31479949	31465237	17
chr1	PUM1	-	31479949	31478700	7
chr1	ZCCHC17	+	31791956	31821821	2
chr1	ZCCHC17	+	31810022	31811895	2
chr1	ZCCHC17	+	31810022	31821821	8
chr1	PTP4A2	-	32377427	32373262	3
chr1	PTP4A2	-	32385259	32381492	2
chr1	PTP4A2	-	32385259	32381496	46
chr1	KHDRBS1	+	32495899	32498935	7
chr1	KHDRBS1	+	32495899	32505174	3
chr1	KHDRBS1	+	32497125	32504220	2
chr1	KHDRBS1	+	32502511	32504220	3
chr1	KHDRBS1	+	32502511	32505174	3
chr1	HDAC1	+	32792540	32793278	2
chr1	RP1-27O5.3	+	33058532	33059355	4
chr1	RP1-27O5.3	+	33058532	33060824	4
chr1	ZBTB8OS	-	33100393	33097428	3
chr1	YARS	-	33276658	33276192	2
chr1	S100PBP	+	33290914	33295668	6
chr1	RNF19B	-	33415375	33413823	7
chr1	ZNF362	+	33760538	33760906	7
chr1	SFPQ	-	35653691	35643590	3
chr1	ZMYM4	+	35824526	35827390	40
chr1	ZMYM4	+	35824526	35836228	3
chr1	ZMYM4	+	35846860	35854683	13
chr1	ZMYM4	+	35846860	35855699	8
chr1	ZMYM4	+	35846860	35871069	2
chr1	ZMYM4	+	35854511	35855699	5
chr1	ZMYM4	+	35857813	35865177	4
chr1	ZMYM4	+	35870624	35881315	2
chr1	KIAA0319L	-	35944813	35936464	8
chr1	KIAA0319L	-	35944813	35940406	9
chr1	CLSPN	-	36214205	36213508	3
chr1	AGO4	+	36282483	36307351	2
chr1	AGO4	+	36297028	36301594	5
chr1	GNL2	-	38054683	38052912	4
chr1	AKIRIN1	+	39463843	39466778	2
chr1	MACF1	+	39696854	39723700	3
chr1	MACF1	+	39851106	39888572	2
chr1	MACF1	+	39900086	39905172	2
chr1	TRIT1	-	40323089	40319642	5
chr1	RLF	+	40654727	40668286	9
chr1	ZMPSTE24	+	40733458	40737707	6
chr1	EXO5	+	40980187	40981590	2
chr1	SCMH1	-	41541123	41536267	45
chr1	SCMH1	-	41582682	41578955	3
chr1	SCMH1	-	41608784	41578955	6
chr1	FOXJ3	-	42789498	42693554	2
chr1	FOXJ3	-	42744343	42730786	8
chr1	FOXJ3	-	42744455	42730786	5
chr1	C1orf50	+	43239234	43241150	2
chr1	ST3GAL3	+	44386076	44387310	2
chr1	ERI3	-	44785416	44750507	4
chr1	ERI3	-	44804994	44750507	4
chr1	ERI3	-	44785416	44773982	5
chr1	ERI3	-	44804994	44773982	7
chr1	RNF220	+	44877653	44878394	3
chr1	KIF2C	+	45223228	45223812	2
chr1	ZSWIM5	-	45553909	45553553	8
chr1	NASP	+	46079768	46082065	2
chr1	GPBP1L1	-	46108171	46099161	6
chr1	GPBP1L1	-	46108171	46105882	6
chr1	GPBP1L1	-	46126897	46124700	2
chr1	PIK3R3	-	46546422	46509326	2
chr1	PIK3R3	-	46543285	46521467	7
chr1	PIK3R3	-	46546422	46521467	52
chr1	PIK3R3	-	46546422	46527601	9
chr1	STIL	-	47737913	47725961	3
chr1	STIL	-	47748131	47745913	10
chr1	CMPK1	+	47834141	47840965	5
chr1	SPATA6	-	48825442	48821342	20
chr1	SPATA6	-	48869554	48821342	2
chr1	SPATA6	-	48869554	48850981	3
chr1	SPATA6	-	48918803	48917224	3
chr1	FAF1	-	51061888	51001041	3
chr1	FAF1	-	51061888	51005264	3
chr1	EPS15	-	51874004	51868107	8
chr1	NRD1	-	52299842	52289336	3
chr1	ZCCHC11	-	52956473	52930742	4
chr1	ZCCHC11	-	52962855	52959283	2
chr1	ZCCHC11	-	52975384	52959283	20
chr1	ZCCHC11	-	52992045	52981563	9
chr1	PPAP2B	-	57002784	56977648	2
chr1	DAB1	-	57538087	57528557	4
chr1	OMA1	-	59002413	58971732	5
chr1	OMA1	-	59002413	58992933	3
chr1	FGGY	+	59787208	59812070	2
chr1	FGGY	+	59787208	59844509	10
chr1	FGGY	+	59805630	59844509	6
chr1	TM2D1	-	62160442	62149089	2
chr1	USP1	+	62908830	62913182	7
chr1	DOCK7	-	63052295	63042933	9
chr1	ITGB3BP	-	63974241	63944435	2
chr1	ROR1	+	64474977	64516388	11
chr1	ROR1	+	64515363	64516388	10
chr1	CACHD1	+	65047839	65107652	3
chr1	CACHD1	+	65068489	65107652	4
chr1	CACHD1	+	65095038	65099943	3
chr1	CACHD1	+	65095038	65107652	13
chr1	CACHD1	+	65142578	65145439	2
chr1	RAVER2	+	65278421	65280523	2
chr1	PDE4B	+	66378928	66384518	6
chr1	WDR78	-	67371058	67356837	20
chr1	MIER1	+	67405711	67428843	2
chr1	MIER1	+	67411833	67428843	3
chr1	MIER1	+	67423742	67428843	11
chr1	SRSF11	+	70694105	70712590	2
chr1	ANKRD13C	-	70781249	70736539	3
chr1	ANKRD13C	-	70781249	70758071	14
chr1	ANKRD13C	-	70781249	70761813	2
chr1	ACADM	+	76198329	76216231	3
chr1	ACADM	+	76205665	76216231	2
