chrom	gene	strand	startUpBSE	endDownBSE	coverage
chr1	SDF4	-	1159348	1158624	6
chr1	GNB1	-	1749314	1735858	2
chr1	GNB1	-	1756938	1737914	2
chr1	GNB1	-	1770677	1747195	4
chr1	GNB1	-	1811341	1747195	2
chr1	GNB1	-	1770677	1756836	4
chr1	NPHP4	-	6022009	6007164	2
chr1	ICMT	-	6293703	6291962	3
chr1	CAMTA1	+	6880241	6948959	2
chr1	VAMP3	+	7837220	7838229	13
chr1	RERE	-	8617582	8555123	5
chr1	RERE	-	8674745	8555123	12
chr1	RERE	-	8617582	8568686	2
chr1	RERE	-	8617582	8601273	5
chr1	RERE	-	8674745	8601273	10
chr1	RERE	-	8684439	8601273	2
chr1	RERE	-	8716500	8616534	2
chr1	RERE	-	8716500	8684369	2
chr1	RERE	-	8716500	8716032	19
chr1	CTNNBIP1	-	9938047	9931245	2
chr1	LZIC	-	9994918	9991949	6
chr1	LZIC	-	9995685	9991949	4
chr1	UBE4B	+	10155519	10165802	2
chr1	KIF1B	+	10292308	10338186	3
chr1	KIF1B	+	10327438	10328321	2
chr1	KIF1B	+	10423341	10425706	2
chr1	MTOR	-	11193254	11181303	3
chr1	MFN2	+	12061458	12062160	2
chr1	VPS13D	+	12335882	12338095	5
chr1	PRDM2	+	14042036	14068652	2
chr1	PRDM2	+	14042036	14075982	4
chr1	PRDM2	+	14057495	14068652	5
chr1	PRDM2	+	14057495	14075982	2
chr1	PRDM2	+	14099573	14109326	4
chr1	PRDM2	+	14104913	14109326	2
chr1	DNAJC16	+	15860732	15863309	2
chr1	DDI2	+	15964802	15978390	2
chr1	SPEN	+	16199311	16203173	6
chr1	FBXO42	-	16643066	16621278	3
chr1	FBXO42	-	16641930	16632298	2
chr1	NBPF1	-	16893846	16891302	18
chr1	ARHGEF10L	+	17907048	17914974	8
chr1	UBR4	-	19511780	19510305	5
chr1	HP1BP3	-	21107033	21071237	4
chr1	HP1BP3	-	21100103	21076216	4
chr1	HP1BP3	-	21100103	21083659	12
chr1	HP1BP3	-	21103243	21083659	6
chr1	HP1BP3	-	21106404	21083659	4
chr1	HP1BP3	-	21107033	21083659	3
chr1	HP1BP3	-	21100103	21097423	10
chr1	HP1BP3	-	21107033	21097423	2
chr1	EIF4G3	-	21268823	21220010	2
chr1	EIF4G3	-	21268823	21231376	5
chr1	EIF4G3	-	21307720	21276496	2
chr1	EIF4G3	-	21307720	21295967	15
chr1	EIF4G3	-	21329301	21295967	4
chr1	EIF4G3	-	21377487	21327692	3
chr1	EIF4G3	-	21437876	21329206	2
chr1	EIF4G3	-	21437876	21377359	6
chr1	ECE1	-	21616649	21599192	5
chr1	USP48	-	22021714	22007301	2
chr1	USP48	-	22078108	22074631	2
chr1	ZBTB40	+	22816373	22818026	11
chr1	EPHB2	+	23189530	23191705	3
chr1	KDM1A	+	23356962	23377013	14
chr1	KDM1A	+	23356962	23385660	4
chr1	KDM1A	+	23376880	23385660	3
chr1	HMGCL	-	24147083	24140680	3
chr1	ARID1A	+	27056142	27059283	7
chr1	NUDC	+	27269151	27269556	6
chr1	PPP1R8	+	28165210	28169841	3
chr1	EYA3	-	28343750	28337458	2
chr1	PHACTR4	+	28800066	28807116	2
chr1	TAF12	-	28948677	28931884	3
chr1	GMEB1	+	29010095	29023596	6
chr1	YTHDF2	+	29068915	29070498	13
chr1	EPB41	+	29313943	29314417	5
chr1	EPB41	+	29313943	29323831	3
chr1	EPB41	+	29319842	29344954	4
chr1	SRSF4	-	29487029	29475521	2
chr1	SRSF4	-	29481422	29481208	4
chr1	SRSF4	-	29487029	29481208	2
chr1	PUM1	-	31468067	31465237	18
chr1	PUM1	-	31479946	31465237	4
chr1	PUM1	-	31479949	31465237	13
chr1	PUM1	-	31532424	31532051	3
chr1	ZCCHC17	+	31810022	31821821	4
chr1	PTP4A2	-	32385259	32373262	3
chr1	PTP4A2	-	32385259	32381496	32
chr1	KHDRBS1	+	32495899	32498935	5
chr1	KHDRBS1	+	32495899	32504220	4
chr1	KHDRBS1	+	32495899	32510991	5
chr1	TMEM39B	+	32560385	32566163	2
chr1	ZBTB8A	+	33058532	33059355	3
chr1	RBBP4	+	33133826	33138502	2
chr1	S100PBP	+	33290914	33295668	2
chr1	RNF19B	-	33415375	33413823	5
chr1	ZNF362	+	33760538	33760906	7
chr1	ZMYM4	+	35824526	35827390	23
chr1	ZMYM4	+	35824526	35836228	5
chr1	ZMYM4	+	35846860	35854683	14
chr1	ZMYM4	+	35846860	35855699	9
chr1	ZMYM4	+	35851043	35854683	3
chr1	ZMYM4	+	35857813	35865177	2
chr1	ZMYM4	+	35870624	35873760	3
chr1	ZMYM4	+	35879573	35881315	3
chr1	KIAA0319L	-	35944813	35936464	2
chr1	KIAA0319L	-	35944813	35940406	4
chr1	CLSPN	-	36212593	36204737	2
chr1	CLSPN	-	36212593	36208742	2
chr1	CLSPN	-	36214205	36213508	3
chr1	AGO4	+	36288463	36292436	2
chr1	AGO4	+	36297028	36301594	2
chr1	MACF1	+	39788280	39815299	3
chr1	MACF1	+	39816457	39824936	3
chr1	MACF1	+	39823047	39823565	2
chr1	MACF1	+	39835702	39838268	2
chr1	TRIT1	-	40323089	40306807	2
chr1	TRIT1	-	40323089	40319642	3
chr1	RLF	+	40654727	40668286	7
chr1	ZMPSTE24	+	40733458	40737707	5
chr1	SCMH1	-	41541123	41536267	27
chr1	SCMH1	-	41582682	41578955	6
chr1	SCMH1	-	41608784	41578955	2
chr1	FOXJ3	-	42744343	42730786	9
chr1	FOXJ3	-	42744455	42730786	7
chr1	C1orf50	+	43239234	43241150	4
chr1	ERI3	-	44804994	44773982	6
chr1	NASP	+	46079768	46082065	3
chr1	GPBP1L1	-	46108171	46105882	6
chr1	GPBP1L1	-	46126897	46124700	3
chr1	PIK3R3	-	46546422	46509326	4
chr1	PIK3R3	-	46546422	46527601	7
chr1	STIL	-	47748131	47745913	11
chr1	CMPK1	+	47834141	47840965	4
chr1	SPATA6	-	48825442	48821342	2
chr1	SPATA6	-	48869554	48821342	3
chr1	FAF1	-	51061888	50956260	2
chr1	EPS15	-	51874004	51868107	3
chr1	EPS15	-	51930998	51926763	4
chr1	ORC1	-	52863535	52861718	3
chr1	ZCCHC11	-	52927441	52911459	2
chr1	ZCCHC11	-	52956473	52930742	2
chr1	ZCCHC11	-	52947595	52943380	3
chr1	ZCCHC11	-	52975384	52959283	9
chr1	ZCCHC11	-	52992045	52975268	5
chr1	ZCCHC11	-	52992045	52981563	8
chr1	OMA1	-	59002413	58971732	4
chr1	FGGY	+	59787208	59812070	7
chr1	FGGY	+	59787208	59844509	2
chr1	FGGY	+	59805630	59844509	2
chr1	USP1	+	62910409	62913182	4
chr1	ATG4C	+	63269390	63286880	3
chr1	ROR1	+	64474977	64516388	5
chr1	CACHD1	+	65068489	65107652	2
chr1	CACHD1	+	65131740	65141666	5
chr1	WDR78	-	67371058	67337053	2
chr1	WDR78	-	67371058	67356837	14
chr1	MIER1	+	67405711	67428843	3
chr1	MIER1	+	67423742	67428843	4
chr1	ANKRD13C	-	70781249	70736539	2
chr1	ANKRD13C	-	70781249	70742448	2
chr1	ANKRD13C	-	70781249	70758071	15
chr1	ANKRD13C	-	70781249	70766447	2
chr1	PIGK	-	77635080	77620134	2
chr1	ZZZ3	-	78107340	78087377	4
chr1	ZZZ3	-	78107340	78097520	5
chr1	ZZZ3	-	78107340	78097535	12
chr1	USP33	-	78181553	78177432	4
chr1	USP33	-	78200101	78191307	2
chr1	USP33	-	78207433	78201741	2
chr1	FAM73A	+	78267016	78280916	2
chr1	FAM73A	+	78324623	78327007	2
chr1	LPHN2	+	82044985	82165493	2
chr1	LPHN2	+	82302570	82327803	4
chr1	LPHN2	+	82302570	82372915	22
chr1	LPHN2	+	82302570	82409453	2
chr1	LPHN2	+	82302690	82456131	5
chr1	LPHN2	+	82421561	82451039	2
chr1	PRKACB	+	84644860	84680000	8
chr1	SYDE2	-	85648883	85630209	2
chr1	COL24A1	-	86611866	86590528	4
chr1	HS2ST1	+	87443494	87445707	2
chr1	PKN2	+	89206671	89251896	2
chr1	PKN2	+	89236035	89251896	7
chr1	CCBL2	-	89435150	89427064	2
chr1	ZNF644	-	91406866	91382197	2
chr1	ZNF644	-	91406866	91400965	3
chr1	ZNF644	-	91406866	91403042	4
chr1	ZNF644	-	91447927	91403042	12
chr1	HFM1	-	91818856	91808987	5
chr1	HFM1	-	91851391	91808987	2
chr1	HFM1	-	91851391	91840915	4
chr1	RPAP2	+	92786156	92811471	2
chr1	RPAP2	+	92798948	92846430	7
chr1	EVI5	-	93101893	93029199	2
chr1	EVI5	-	93091491	93070864	2
chr1	EVI5	-	93170301	93128276	5
chr1	EVI5	-	93170301	93159359	9
chr1	CCDC18	+	93648917	93682303	3
chr1	CCDC18	+	93648917	93730458	2
chr1	CCDC18	+	93677658	93683426	2
chr1	FNBP1L	+	93965025	94000465	3
chr1	BCAR3	-	94033408	94032836	4
chr1	DNTTIP2	-	94343418	94341824	8
chr1	GCLM	-	94367225	94360170	2
chr1	ABCD3	+	94924163	94956803	3
chr1	ABCD3	+	94964158	94972198	2
chr1	TMEM56	+	95609447	95616975	2
chr1	PTBP2	+	97235259	97250810	5
chr1	DPYD	-	98060722	97981282	3
chr1	DPYD	-	98039526	98015116	2
chr1	DBT	-	100672192	100661770	2
chr1	DBT	-	100684303	100680373	2
chr1	CDC14A	+	100905488	100933650	3
chr1	COL11A1	-	103496800	103487263	3
chr1	AMY2B	+	104108057	104118162	4
chr1	NTNG1	+	107866904	107867544	10
chr1	SLC25A24	-	108703915	108697605	2
chr1	GPSM2	+	109427897	109446876	2
chr1	SORT1	-	109888503	109859472	2
chr1	SORT1	-	109888500	109883346	2
chr1	SORT1	-	109888500	109884636	4
chr1	CEPT1	+	111690264	111703918	2
chr1	ST7L	-	113126748	113119608	2
