chrom	gene	strand	startUpBSE	endDownBSE	coverage
chr1	NOC2L	-	892653	891303	3
chr1	SDF4	-	1159348	1158624	5
chr1	UBE2J2	-	1192690	1192372	2
chr1	SLC35E2B	-	1601590	1599766	3
chr1	GNB1	-	1747301	1735858	2
chr1	GNB1	-	1749314	1735858	6
chr1	GNB1	-	1756938	1735858	3
chr1	GNB1	-	1770677	1735858	2
chr1	GNB1	-	1756938	1737914	2
chr1	GNB1	-	1756938	1747195	6
chr1	GNB1	-	1770677	1747195	7
chr1	GNB1	-	1784736	1756836	2
chr1	CAMTA1	+	6867043	6885270	2
chr1	CAMTA1	+	6880241	6948959	5
chr1	VAMP3	+	7837220	7838229	8
chr1	RERE	-	8568734	8525985	2
chr1	RERE	-	8674745	8525985	5
chr1	RERE	-	8568734	8555123	4
chr1	RERE	-	8601377	8555123	7
chr1	RERE	-	8617582	8555123	21
chr1	RERE	-	8674745	8555123	25
chr1	RERE	-	8617582	8568686	16
chr1	RERE	-	8674745	8568686	7
chr1	RERE	-	8684439	8568686	2
chr1	RERE	-	8617582	8601273	31
chr1	RERE	-	8674745	8601273	52
chr1	RERE	-	8674745	8616534	5
chr1	RERE	-	8684439	8616534	4
chr1	RERE	-	8684439	8674620	5
chr1	RERE	-	8716500	8674620	2
chr1	RERE	-	8716500	8716032	43
chr1	CLSTN1	-	9815367	9811531	3
chr1	LZIC	-	9994918	9991949	13
chr1	LZIC	-	9995685	9991949	2
chr1	NMNAT1	+	10032076	10041228	9
chr1	UBE4B	+	10155519	10165802	3
chr1	UBE4B	+	10207021	10221344	2
chr1	UBE4B	+	10209242	10221344	2
chr1	UBE4B	+	10211384	10221344	2
chr1	KIF1B	+	10318551	10328321	2
chr1	KIF1B	+	10321963	10332364	3
chr1	KIF1B	+	10327438	10328321	2
chr1	KIF1B	+	10335486	10342591	4
chr1	KIF1B	+	10351140	10357304	2
chr1	KIF1B	+	10394578	10408791	3
chr1	KIF1B	+	10407819	10408791	2
chr1	KIF1B	+	10423341	10425706	8
chr1	PGD	+	10471475	10473308	2
chr1	APITD1	+	10493899	10502498	2
chr1	EXOSC10	-	11137005	11130957	3
chr1	MFN2	+	12061458	12062160	3
chr1	VPS13D	+	12335882	12338095	10
chr1	VPS13D	+	12359259	12368698	4
chr1	VPS13D	+	12415956	12423303	2
chr1	DHRS3	-	12639440	12638746	7
chr1	PRDM2	+	14042036	14068652	6
chr1	PRDM2	+	14042036	14075982	3
chr1	PRDM2	+	14057495	14068652	6
chr1	PRDM2	+	14057495	14075982	3
chr1	PRDM2	+	14095613	14109326	2
chr1	PRDM2	+	14099573	14109326	5
chr1	PRDM2	+	14104913	14109326	5
chr1	DNAJC16	+	15860732	15863309	2
chr1	PLEKHM2	+	16044388	16047883	4
chr1	SPEN	+	16199311	16203173	2
chr1	FBXO42	-	16643066	16621278	3
chr1	FBXO42	-	16641930	16632298	3
chr1	FBXO42	-	16643066	16632298	3
chr1	NBPF1	-	16893846	16891302	33
chr1	NBPF1	-	16914292	16902762	3
chr1	ARHGEF10L	+	17907048	17914974	4
chr1	OTUD3	+	20216878	20234369	3
chr1	HP1BP3	-	21103243	21071237	3
chr1	HP1BP3	-	21107033	21071237	8
chr1	HP1BP3	-	21100103	21076216	16
chr1	HP1BP3	-	21100103	21083659	15
chr1	HP1BP3	-	21103243	21083659	9
chr1	HP1BP3	-	21106404	21083659	2
chr1	HP1BP3	-	21107033	21083659	8
chr1	HP1BP3	-	21100103	21091870	6
