chrom	gene	strand	startUpBSE	endDownBSE	coverage
chr1	SDF4	-	1159348	1158624	3
chr1	UBE2J2	-	1203372	1191425	2
chr1	UBE2J2	-	1192690	1192372	3
chr1	UBE2J2	-	1203372	1192372	3
chr1	SSU72	-	1500296	1496712	2
chr1	GNB1	-	1749314	1735858	3
chr1	GNB1	-	1756938	1737914	2
chr1	GNB1	-	1756938	1747195	4
chr1	GNB1	-	1770677	1747195	10
chr1	GNB1	-	1770677	1756836	4
chr1	NPHP4	-	5993389	5987709	2
chr1	ACOT7	-	6355040	6341162	2
chr1	NOL9	-	6610675	6609631	5
chr1	PHF13	+	6676817	6680397	3
chr1	DNAJC11	-	6741097	6727769	2
chr1	CAMTA1	+	6880241	6948959	2
chr1	VAMP3	+	7837220	7838229	6
chr1	RERE	-	8617582	8525985	2
chr1	RERE	-	8601377	8555123	4
chr1	RERE	-	8617582	8555123	4
chr1	RERE	-	8674745	8555123	9
chr1	RERE	-	8617582	8601273	16
chr1	RERE	-	8674745	8601273	15
chr1	RERE	-	8716500	8601273	3
chr1	RERE	-	8674745	8616534	2
chr1	RERE	-	8684439	8674620	3
chr1	RERE	-	8716500	8716032	25
chr1	LZIC	-	9994918	9991949	4
chr1	LZIC	-	9995685	9991949	4
chr1	NMNAT1	+	10032076	10041228	2
chr1	UBE4B	+	10155519	10165802	4
chr1	KIF1B	+	10327438	10328321	2
chr1	KIF1B	+	10335486	10342591	2
chr1	KIF1B	+	10351140	10357304	3
chr1	KIF1B	+	10352105	10357304	3
chr1	KIF1B	+	10380101	10384953	2
chr1	KIF1B	+	10423341	10425706	2
chr1	PGD	+	10463128	10464336	2
chr1	PGD	+	10463128	10473308	3
chr1	PGD	+	10468128	10477566	2
chr1	PGD	+	10471475	10473308	3
chr1	TARDBP	+	11076901	11080656	2
chr1	MFN2	+	12061458	12062160	2
chr1	VPS13D	+	12335882	12338095	8
chr1	VPS13D	+	12359259	12368698	3
chr1	PRDM2	+	14042036	14068652	2
chr1	PRDM2	+	14057495	14068652	3
chr1	PRDM2	+	14104913	14109326	2
chr1	KAZN	+	15361245	15370655	2
chr1	DNAJC16	+	15860732	15874923	3
chr1	SPEN	+	16199311	16203173	8
chr1	FBXO42	-	16643222	16632298	4
chr1	HP1BP3	-	21107033	21071237	6
chr1	HP1BP3	-	21100103	21083659	9
chr1	HP1BP3	-	21103243	21083659	6
chr1	HP1BP3	-	21106404	21083659	4
chr1	HP1BP3	-	21103243	21091870	3
chr1	HP1BP3	-	21100103	21097423	3
chr1	HP1BP3	-	21107033	21097423	3
chr1	EIF4G3	-	21268823	21220010	3
chr1	EIF4G3	-	21307720	21295967	22
chr1	EIF4G3	-	21329301	21295967	10
chr1	EIF4G3	-	21307720	21306827	2
chr1	EIF4G3	-	21377487	21324094	2
chr1	EIF4G3	-	21415706	21324094	4
chr1	EIF4G3	-	21437876	21329206	4
chr1	EIF4G3	-	21437876	21377359	11
chr1	ECE1	-	21616649	21599192	3
chr1	USP48	-	22048257	22041882	3
chr1	USP48	-	22078108	22074631	2
chr1	CDC42	+	22404922	22413359	2
chr1	ZBTB40	+	22816373	22818026	2
chr1	KDM1A	+	23356962	23377013	17
chr1	KDM1A	+	23376880	23385660	3
chr1	TCEA3	-	23745632	23735157	4
chr1	TCEB3	+	24077335	24079008	3
chr1	HMGCL	-	24147083	24140680	5
chr1	TMEM57	+	25773253	25785383	4
chr1	CEP85	+	26581662	26582356	3
chr1	CEP85	+	26584088	26586293	9
chr1	NUDC	+	27267948	27268309	2
chr1	NUDC	+	27269151	27269556	16
chr1	PPP1R8	+	28167525	28169841	4
chr1	PHACTR4	+	28800066	28802803	3
chr1	GMEB1	+	29010095	29019557	2
chr1	YTHDF2	+	29068915	29070498	17
chr1	EPB41	+	29313943	29314417	3
chr1	EPB41	+	29313943	29320054	5
chr1	EPB41	+	29313943	29323831	4
chr1	SRSF4	-	29481422	29474592	2
chr1	SRSF4	-	29481422	29481208	2
chr1	PUM1	-	31455487	31452909	2
chr1	PUM1	-	31468067	31465237	29
chr1	PUM1	-	31479946	31465237	3
chr1	PUM1	-	31479949	31465237	9
